TITLE = "CFFC: 2D Advection Diffusion Equation Solution, Time Step/Iteration Level = 400, Time = 19.999999999992"
VARIABLES = "x" \ 
"y" \ 
"u" \ 
"Vx" \ 
"Vy" \ 
"k" \ 
"s" \ 
"ValISu" \ 
"ISu" \ 
"ExactSoln" \ 
ZONE T =  "Block Number = 0" \ 
I = 120 \ 
J = 60 \ 
F = POINT 
  0.00000000000000e+00 0.00000000000000e+00  4.38062575465969e-04  1.00000000000000e-02 0.00000000000000e+00 0.01 0 1.25979844859432e+05 0 0
  3.75000000000000e-02 0.00000000000000e+00  -1.63249562774831e-04  1.00000000000000e-02 0.00000000000000e+00 0.01 0 1.25979844859432e+05 0 0
  7.50000000000000e-02 0.00000000000000e+00  2.31984387867493e-04  1.00000000000000e-02 0.00000000000000e+00 0.01 0 1.25979844859432e+05 0 0
  7.50000000000000e-02 0.00000000000000e+00  -7.98304773413430e-05  1.00000000000000e-02 0.00000000000000e+00 0.01 0 9.29450044747653e+04 0 0
  1.12500000000000e-01 0.00000000000000e+00  3.03280060447095e-05  1.00000000000000e-02 0.00000000000000e+00 0.01 0 9.29450044747653e+04 0 0
  1.50000000000000e-01 0.00000000000000e+00  -4.45403657464635e-05  1.00000000000000e-02 0.00000000000000e+00 0.01 0 9.29450044747653e+04 0 0
  1.50000000000000e-01 0.00000000000000e+00  -1.56545531324950e-05  1.00000000000000e-02 0.00000000000000e+00 0.01 0 1.17912841070704e+06 0 0
  1.87500000000000e-01 0.00000000000000e+00  5.48842157314239e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 1.17912841070704e+06 0 0
  2.25000000000000e-01 0.00000000000000e+00  -7.09661114434851e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 1.17912841070704e+06 0 0
  2.25000000000000e-01 0.00000000000000e+00  -6.73253825848180e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 5.04099162224466e+07 0 0
  2.62500000000000e-01 0.00000000000000e+00  3.85822649270201e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 5.04099162224466e+07 0 0
  3.00000000000000e-01 0.00000000000000e+00  -7.95203357640412e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 5.04099162224466e+07 0 0
  3.00000000000000e-01 0.00000000000000e+00  -5.91601083765533e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.39164842539113e+07 0 0
  3.37500000000000e-01 0.00000000000000e+00  3.07975848342842e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.39164842539113e+07 0 0
  3.75000000000000e-01 0.00000000000000e+00  -5.98785710446970e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.39164842539113e+07 0 0
  3.75000000000000e-01 0.00000000000000e+00  -4.50313149103279e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.96098732386917e+07 0 0
  4.12500000000000e-01 0.00000000000000e+00  2.40067629956459e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.96098732386917e+07 0 0
  4.50000000000000e-01 0.00000000000000e+00  -4.74637296449254e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.96098732386917e+07 0 0
  4.50000000000000e-01 0.00000000000000e+00  -3.63702448700001e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.94477660012954e+07 0 0
  4.87500000000000e-01 0.00000000000000e+00  1.94589219855087e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.94477660012954e+07 0 0
  5.25000000000000e-01 0.00000000000000e+00  -3.85870090546109e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.94477660012954e+07 0 0
  5.25000000000000e-01 0.00000000000000e+00  -2.95643241224677e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.86123066636184e+07 0 0
  5.62500000000000e-01 0.00000000000000e+00  1.58312451485620e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.86123066636184e+07 0 0
  6.00000000000000e-01 0.00000000000000e+00  -3.14309189785797e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.86123066636184e+07 0 0
  6.00000000000000e-01 0.00000000000000e+00  -2.41153774580352e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.75365780413845e+07 0 0
  6.37500000000000e-01 0.00000000000000e+00  1.29182560756891e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.75365780413845e+07 0 0
  6.75000000000000e-01 0.00000000000000e+00  -2.56702557435880e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.75365780413845e+07 0 0
  6.75000000000000e-01 0.00000000000000e+00  -1.97077088529181e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.58977862689481e+07 0 0
  7.12500000000000e-01 0.00000000000000e+00  1.05588208741854e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.58977862689481e+07 0 0
  7.50000000000000e-01 0.00000000000000e+00  -2.09971487771278e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.58977862689481e+07 0 0
  7.50000000000000e-01 0.00000000000000e+00  -1.61342905968462e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.36101187869365e+07 0 0
  7.87500000000000e-01 0.00000000000000e+00  8.64623253467658e-07  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.36101187869365e+07 0 0
  8.25000000000000e-01 0.00000000000000e+00  -1.72059690406283e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.36101187869365e+07 0 0
  8.25000000000000e-01 0.00000000000000e+00  -1.32364030747557e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.06030655404430e+07 0 0
  8.62500000000000e-01 0.00000000000000e+00  7.09585902306485e-07  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.06030655404430e+07 0 0
  9.00000000000000e-01 0.00000000000000e+00  -1.41300274618134e-06  1.00000000000000e-02 0.00000000000000e+00 0.01 0 4.06030655404430e+07 0 0
