TITLE = "CFFC: 2D Advection Diffusion Equation Solution, Time Step/Iteration Level = 0, Time = 0"
VARIABLES = "x" \ 
"y" \ 
"u" \ 
"UAvg" \ 
"Vx" \ 
"Vy" \ 
"k" \ 
"s" \ 
"ValISu" \ 
"ISu" \ 
"ExactSoln" \ 
ZONE T =  "Block Number = 0" \ 
I = 18 \ 
J = 18 \ 
F = POINT 
  -1.56250000000000e+00 -1.56250000000000e+00  1.99815203343572e-05  1.99815203343572e-05  7.81250000000000e+00 -7.81250000000000e+00 0 0 1.00000000000000e+08 0 1.9553781547055e-05
  -1.43750000000000e+00 -1.56250000000000e+00  3.35830001300178e-05  3.35830001300178e-05  7.81250000000000e+00 -7.18750000000000e+00 0 0 1.00000000000000e+08 0 3.2866458972736e-05
  -1.31250000000000e+00 -1.56250000000000e+00  5.51074867415357e-05  5.51074867415357e-05  7.81250000000000e+00 -6.56250000000000e+00 0 0 1.00000000000000e+08 0 5.3935771221925e-05
  -1.18750000000000e+00 -1.56250000000000e+00  8.80216247656346e-05  8.80216247656346e-05  7.81250000000000e+00 -5.93750000000000e+00 0 0 1.00000000000000e+08 0 8.615690406808e-05
  -1.06250000000000e+00 -1.56250000000000e+00  1.36396803442323e-04  1.36396803442323e-04  7.81250000000000e+00 -5.31250000000000e+00 0 0 1.00000000000000e+08 0 0.00013351824696985
  -9.37500000000000e-01 -1.56250000000000e+00  2.04302078327402e-04  2.04302078327402e-04  7.81250000000000e+00 -4.68750000000000e+00 0 0 1.00000000000000e+08 0 0.00020000729020011
  -8.12500000000000e-01 -1.56250000000000e+00  2.94648099344746e-04  2.94648099344746e-04  7.81250000000000e+00 -4.06250000000000e+00 0 0 1.00000000000000e+08 0 0.00028847854551364
  -6.87500000000000e-01 -1.56250000000000e+00  4.07506059552819e-04  4.07506059552819e-04  7.81250000000000e+00 -3.43750000000000e+00 0 0 1.00000000000000e+08 0 0.00039900656423622
  -5.62500000000000e-01 -1.56250000000000e+00  5.38254785143892e-04  5.38254785143892e-04  7.81250000000000e+00 -2.81250000000000e+00 0 0 1.00000000000000e+08 0 0.000527069552688
  -4.37500000000000e-01 -1.56250000000000e+00  6.76321971351073e-04  6.76321971351073e-04  7.81250000000000e+00 -2.18750000000000e+00 0 0 1.00000000000000e+08 0 0.00066231403468877
  -3.12500000000000e-01 -1.56250000000000e+00  8.05524539676630e-04  8.05524539676630e-04  7.81250000000000e+00 -1.56250000000000e+00 0 0 1.00000000000000e+08 0 0.00078888602932552
  -1.87500000000000e-01 -1.56250000000000e+00  9.06723567390551e-04  9.06723567390551e-04  7.81250000000000e+00 -9.37500000000000e-01 0 0 1.00000000000000e+08 0 0.00088803131443247
  -6.25000000000000e-02 -1.56250000000000e+00  9.62532746019786e-04  9.62532746019786e-04  7.81250000000000e+00 -3.12500000000000e-01 0 0 1.00000000000000e+08 0 0.00094271025011916
  6.25000000000000e-02 -1.56250000000000e+00  9.62532746019786e-04  9.62532746019786e-04  7.81250000000000e+00 3.12500000000000e-01 0 0 1.00000000000000e+08 0 0.00094271025011916
  1.87500000000000e-01 -1.56250000000000e+00  9.06723567390551e-04  9.06723567390551e-04  7.81250000000000e+00 9.37500000000000e-01 0 0 1.00000000000000e+08 0 0.00088803131443247
  3.12500000000000e-01 -1.56250000000000e+00  8.05524539676630e-04  8.05524539676630e-04  7.81250000000000e+00 1.56250000000000e+00 0 0 1.00000000000000e+08 0 0.00078888602932552
  4.37500000000000e-01 -1.56250000000000e+00  6.76321971351073e-04  6.76321971351073e-04  7.81250000000000e+00 2.18750000000000e+00 0 0 1.00000000000000e+08 0 0.00066231403468877
