TITLE = "CFFC: 2D Advection Diffusion Equation Solution, Time Step/Iteration Level = 0, Time = 0"
VARIABLES = "x" \ 
"y" \ 
"u" \ 
"Vx" \ 
"Vy" \ 
"k" \ 
"s" \ 
"ValISu" \ 
"ISu" \ 
"ExactSoln" \ 
ZONE T =  "Block Number = 0" \ 
I = 24 \ 
J = 24 \ 
F = POINT 
  -1.00000000000000e+00 -1.00000000000000e+00  2.36350804946184e-03  5.00000000000000e+00 -5.00000000000000e+00 0 0 0.00000000000000e+00 0 0.0023116805135742
  -9.37500000000000e-01 -1.00000000000000e+00  3.04117152031459e-03  5.00000000000000e+00 -4.68750000000000e+00 0 0 0.00000000000000e+00 0 0.0030003861103157
  -8.75000000000000e-01 -1.00000000000000e+00  3.86702397685931e-03  5.00000000000000e+00 -4.37500000000000e+00 0 0 0.00000000000000e+00 0 0.0038588540465025
  -8.75000000000000e-01 -1.00000000000000e+00  3.94184046367215e-03  5.00000000000000e+00 -4.37500000000000e+00 0 0 0.00000000000000e+00 0 0.0038588540465025
  -8.12500000000000e-01 -1.00000000000000e+00  4.98376300433620e-03  5.00000000000000e+00 -4.06250000000000e+00 0 0 0.00000000000000e+00 0 0.004913409189543
  -7.50000000000000e-01 -1.00000000000000e+00  6.21595789253317e-03  5.00000000000000e+00 -3.75000000000000e+00 0 0 0.00000000000000e+00 0 0.0061876984142644
  -7.50000000000000e-01 -1.00000000000000e+00  6.30270681770148e-03  5.00000000000000e+00 -3.75000000000000e+00 0 0 0.00000000000000e+00 0 0.0061876984142644
  -6.87500000000000e-01 -1.00000000000000e+00  7.80594532175607e-03  5.00000000000000e+00 -3.43750000000000e+00 0 0 0.00000000000000e+00 0 0.0076991493578705
  -6.25000000000000e-01 -1.00000000000000e+00  9.52084879527540e-03  5.00000000000000e+00 -3.12500000000000e+00 0 0 0.00000000000000e+00 0 0.0094545183507207
  -6.25000000000000e-01 -1.00000000000000e+00  9.57998542770855e-03  5.00000000000000e+00 -3.12500000000000e+00 0 0 0.00000000000000e+00 0 0.0094545183507207
  -5.62500000000000e-01 -1.00000000000000e+00  1.15779508391094e-02  5.00000000000000e+00 -2.81250000000000e+00 0 0 0.00000000000000e+00 0 0.011444820768778
  -5.00000000000000e-01 -1.00000000000000e+00  1.37588152543002e-02  5.00000000000000e+00 -2.50000000000000e+00 0 0 0.00000000000000e+00 0 0.013640248957565
  -5.00000000000000e-01 -1.00000000000000e+00  1.37219141732118e-02  5.00000000000000e+00 -2.50000000000000e+00 0 0 0.00000000000000e+00 0 0.013640248957565
  -4.37500000000000e-01 -1.00000000000000e+00  1.61037698110226e-02  5.00000000000000e+00 -2.18750000000000e+00 0 0 0.00000000000000e+00 0 0.015986023835703
  -3.75000000000000e-01 -1.00000000000000e+00  1.85579029541565e-02  5.00000000000000e+00 -1.87500000000000e+00 0 0 0.00000000000000e+00 0 0.018400398754552
  -3.75000000000000e-01 -1.00000000000000e+00  1.83710970471196e-02  5.00000000000000e+00 -1.87500000000000e+00 0 0 0.00000000000000e+00 0 0.018400398754552
  -3.12500000000000e-01 -1.00000000000000e+00  2.08113995751710e-02  5.00000000000000e+00 -1.56250000000000e+00 0 0 0.00000000000000e+00 0 0.020776098045068
  -2.50000000000000e-01 -1.00000000000000e+00  2.31202160051918e-02  5.00000000000000e+00 -1.25000000000000e+00 0 0 0.00000000000000e+00 0 0.022986181920068
  -2.50000000000000e-01 -1.00000000000000e+00  2.28269505282890e-02  5.00000000000000e+00 -1.25000000000000e+00 0 0 0.00000000000000e+00 0 0.022986181920068
  -1.87500000000000e-01 -1.00000000000000e+00  2.48004580357952e-02  5.00000000000000e+00 -9.37500000000000e-01 0 0 0.00000000000000e+00 0 0.024894601529749
  -1.25000000000000e-01 -1.00000000000000e+00  2.63913688290840e-02  5.00000000000000e+00 -6.25000000000000e-01 0 0 0.00000000000000e+00 0 0.026370606254097
  -1.25000000000000e-01 -1.00000000000000e+00  2.61597937180787e-02  5.00000000000000e+00 -6.25000000000000e-01 0 0 0.00000000000000e+00 0 0.026370606254097
  -6.25000000000000e-02 -1.00000000000000e+00  2.71094331724338e-02  5.00000000000000e+00 -3.12500000000000e-01 0 0 0.00000000000000e+00 0 0.027304947630839
  0.00000000000000e+00 -1.00000000000000e+00  2.74939481031679e-02  5.00000000000000e+00 0.00000000000000e+00 0 0 0.00000000000000e+00 0 0.027624904063233
  -1.00000000000000e+00 -9.37500000000000e-01  3.04117152031460e-03  4.68750000000000e+00 -5.00000000000000e+00 0 0 0.00000000000000e+00 0 0.0030003861103157
  -9.37500000000000e-01 -9.37500000000000e-01  3.92885307963308e-03  4.68750000000000e+00 -4.68750000000000e+00 0 0 0.00000000000000e+00 0 0.0039275509015414
  -8.75000000000000e-01 -9.37500000000000e-01  5.05328214845495e-03  4.68750000000000e+00 -4.37500000000000e+00 0 0 0.00000000000000e+00 0 0.0050957241527262
  -8.75000000000000e-01 -9.37500000000000e-01  5.15531603967348e-03  4.68750000000000e+00 -4.37500000000000e+00 0 0 0.00000000000000e+00 0 0.0050957241527262
