TITLE = "CFFC: 2D Advection Diffusion Equation Solution, Time Step/Iteration Level = 0, Time = 0"
VARIABLES = "x" \ 
"y" \ 
"u" \ 
"UAvg" \ 
"Vx" \ 
"Vy" \ 
"k" \ 
"s" \ 
"ValISu" \ 
"ISu" \ 
"ExactSoln" \ 
"ResidualU" \ 
ZONE T =  "Block Number = 0" \ 
I = 24 \ 
J = 24 \ 
F = POINT 
  1.50296487462524e+00 5.21832349584355e+00  -1.43972031445384e+00  -1.43972031445384e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.4397229205574  0.00000000000000e+00
  1.62637172667758e+00 4.98049193603383e+00  -1.42091722919441e+00  -1.42091722919441e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.4209198275399  0.00000000000000e+00
  1.74978236854677e+00 4.74265307243154e+00  -1.40230825991080e+00  -1.40230825991080e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.402310689849  0.00000000000000e+00
  1.87319613821137e+00 4.50480818089428e+00  -1.38395889998659e+00  -1.38395889998659e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.383960880072  0.00000000000000e+00
  1.99661251935868e+00 4.26695825646812e+00  -1.36594164627719e+00  -1.36594164627719e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3659427467061  0.00000000000000e+00
  2.12003110338775e+00 4.02910408661459e+00  -1.34833611428816e+00  -1.34833611428816e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3483357279791  0.00000000000000e+00
  2.24345156271374e+00 3.79124630266040e+00  -1.33122897030362e+00  -1.33122897030362e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3312262842157  0.00000000000000e+00
  2.36687363163656e+00 3.55338541666666e+00  -1.31471363197443e+00  -1.31471363197443e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3147076009275  0.00000000000000e+00
  2.49029709238656e+00 3.31552184832248e+00  -1.29888968735861e+00  -1.29888968735861e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2988790133074  0.00000000000000e+00
  2.61372176478294e+00 3.07765594487511e+00  -1.28386198505400e+00  -1.28386198505400e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2838451054049  0.00000000000000e+00
  2.73714749845902e+00 2.83978799611328e+00  -1.26973935631125e+00  -1.26973935631125e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2697144452987  0.00000000000000e+00
  2.86057416694070e+00 2.60191824577990e+00  -1.25663294511533e+00  -1.25663294511533e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2565979323163  0.00000000000000e+00
  2.98400166308222e+00 2.36404690036794e+00  -1.24465414492777e+00  -1.24465414492777e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.244606754508  0.00000000000000e+00
  3.10742989550965e+00 2.12617413597453e+00  -1.23391217091294e+00  -1.23391217091294e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2338499840076  0.00000000000000e+00
  3.23085878582202e+00 1.88830010369532e+00  -1.22451133250354e+00  -1.22451133250354e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2244318731844  0.00000000000000e+00
  3.35428826636778e+00 1.65042493390935e+00  -1.21654810998360e+00  -1.21654810998360e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2164489526237  0.00000000000000e+00
  3.47771827846364e+00 1.41254873971193e+00  -1.21010817569056e+00  -1.21010817569056e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2099870684721  0.00000000000000e+00
  3.60114877095615e+00 1.17467161968683e+00  -1.20526352966959e+00  -1.20526352966959e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2051185259416  0.00000000000000e+00
  3.72457969905143e+00 9.36793660161410e-01  -1.20206993517852e+00  -1.20206993517852e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2018995219325  0.00000000000000e+00
  3.84801102335679e+00 6.98914937053951e-01  -1.20056483646394e+00  -1.20056483646394e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2003680479463  0.00000000000000e+00
  3.97144270909034e+00 4.61035517396607e-01  -1.20076591727146e+00  -1.20076591727146e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2005424221303  0.00000000000000e+00
  4.09487472542559e+00 2.23155460598572e-01  -1.20267041461799e+00  -1.20267041461799e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2024205671268  0.00000000000000e+00
  4.21830704494485e+00 -1.47251805002514e-02  -1.20625524314483e+00  -1.20625524314483e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2059800927266  0.00000000000000e+00
  4.34173964318057e+00 -2.52606358745675e-01  -1.21147791863235e+00  -1.21147791863235e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2111791765306  0.00000000000000e+00
  1.53266061409927e+00 5.33046398569944e+00  -1.45234138092072e+00  -1.45234138092072e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.4523431008839  0.00000000000000e+00
  1.65294064050134e+00 5.11060146990607e+00  -1.43546392523700e+00  -1.43546392523700e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.4354659985227  0.00000000000000e+00
  1.77322483700082e+00 4.89073133149959e+00  -1.41878410877179e+00  -1.41878410877179e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.4187864587688  0.00000000000000e+00
  1.89351244880631e+00 4.67085495017978e+00  -1.40235404269538e+00  -1.40235404269538e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.4023564951278  0.00000000000000e+00
  2.01380289291881e+00 4.45097339162347e+00  -1.38623058605974e+00  -1.38623058605974e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3862328471741  0.00000000000000e+00
  2.13409571188756e+00 4.23108749201502e+00  -1.37047535829299e+00  -1.37047535829299e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3704769919087  0.00000000000000e+00
  2.25439054174068e+00 4.01119791666667e+00  -1.35515463582335e+00  -1.35515463582335e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3551550402552  0.00000000000000e+00
  2.37468708926797e+00 3.79130520154364e+00  -1.34033910849562e+00  -1.34033910849562e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3403374947483  0.00000000000000e+00
  2.49498511562171e+00 3.57140978324123e+00  -1.32610347130025e+00  -1.32610347130025e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.326098844343  0.00000000000000e+00
  2.61528442427577e+00 3.35151202099378e+00  -1.31252582878918e+00  -1.31252582878918e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.3125169741029  0.00000000000000e+00
  2.73558485204951e+00 3.13161221308260e+00  -1.29968689390785e+00  -1.29968689390785e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2996723717895  0.00000000000000e+00
  2.85588626232344e+00 2.91171060923781e+00  -1.28766897024108e+00  -1.28766897024108e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2876471204745  0.00000000000000e+00
  2.97618853984592e+00 2.69180742013012e+00  -1.27655471709749e+00  -1.27655471709749e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2765236764722  0.00000000000000e+00
  3.09649158671322e+00 2.47190282472019e+00  -1.26642571035502e+00  -1.26642571035502e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2663834450501  0.00000000000000e+00
  3.21679531922345e+00 2.25199697600821e+00  -1.25736082801332e+00  -1.25736082801332e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2573051820154  0.00000000000000e+00
  3.33709966539197e+00 2.03209000557680e+00  -1.24943450688762e+00  -1.24943450688762e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2493632663756  0.00000000000000e+00
  3.45740456297000e+00 1.81218202721174e+00  -1.24271493419336e+00  -1.24271493419336e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2426259062669  0.00000000000000e+00
  3.57770995785276e+00 1.59227313981246e+00  -1.23726225286642e+00  -1.23726225286642e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2371533552673  0.00000000000000e+00
  3.69801580278957e+00 1.37236342974935e+00  -1.23312687005757e+00  -1.23312687005757e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2329962268604  0.00000000000000e+00
  3.81832205633206e+00 1.15245297278696e+00  -1.23034796223251e+00  -1.23034796223251e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2301939991274  0.00000000000000e+00
  3.93862868196986e+00 9.32541835663333e-01  -1.22895226615790e+00  -1.22895226615790e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.228773798186  0.00000000000000e+00
  4.05893564741655e+00 7.12630077395490e-01  -1.22895323219839e+00  -1.22895323219839e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2287495368242  0.00000000000000e+00
  4.17924292401606e+00 4.92717750364562e-01  -1.23035059544544e+00  -1.23035059544544e+00  0.00000000000000e+00 0.00000000000000e+00 1 0 1.00000000000000e+08 0 -1.2301214647555  0.00000000000000e+00
