TITLE = "CFFC: 2D Advection Diffusion Equation Solution, Time Step/Iteration Level = 250, Time = 0"
VARIABLES = "x" \ 
"y" \ 
"u" \ 
"Vx" \ 
"Vy" \ 
"k" \ 
"s" \ 
"ExactSoln" \ 
ZONE T =  "Block Number = 0" \ 
I = 12 \ 
J = 6 \ 
F = POINT 
  -5.00000000000000e-01 -5.00000000000000e-01 -3.04931861011548e-20  0.00000000000000e+00 0.00000000000000e+00 1 1.8295911660693e-19 -5.5511151231258e-17
  -4.09090909090909e-01 -5.00000000000000e-01 -5.31186960399787e-05  0.00000000000000e+00 0.00000000000000e+00 1 0.00031871217623987 0.039061218929179
  -3.18181818181818e-01 -5.00000000000000e-01 -1.66707016920856e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0010002421015251 0.080067374847837
  -2.27272727272727e-01 -5.00000000000000e-01 -3.70252640529950e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0022215158431797 0.1250602470867
  -1.36363636363636e-01 -5.00000000000000e-01 -6.62885723857906e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0039773143431474 0.17628012163477
  -4.54545454545455e-02 -5.00000000000000e-01 -9.98236471278974e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0059894188276738 0.23627733950382
  4.54545454545454e-02 -5.00000000000000e-01 -1.29899823092150e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.007793989385529 0.30803928335877
  1.36363636363636e-01 -5.00000000000000e-01 -1.48153683744570e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.0088892210246742 0.3951391253347
  2.27272727272727e-01 -5.00000000000000e-01 -1.47441149402811e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.0088464689641686 0.50191374249487
  3.18181818181818e-01 -5.00000000000000e-01 -1.21650807177470e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.0072990484306482 0.63367965869967
  4.09090909090909e-01 -5.00000000000000e-01 -6.45450593505958e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0038727035610358 0.79699776506832
  5.00000000000000e-01 -5.00000000000000e-01 2.00027344042640e+00  0.00000000000000e+00 0.00000000000000e+00 1 -12.001640642558 1
  -5.00000000000000e-01 -3.00000000000000e-01 -1.69406589450398e-21  0.00000000000000e+00 0.00000000000000e+00 1 1.0164395367024e-20 -5.5511151231258e-17
  -4.09090909090909e-01 -3.00000000000000e-01 -5.31186960399761e-05  0.00000000000000e+00 0.00000000000000e+00 1 0.00031871217623986 0.039061218929179
  -3.18181818181818e-01 -3.00000000000000e-01 -1.66707016920876e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0010002421015253 0.080067374847837
  -2.27272727272727e-01 -3.00000000000000e-01 -3.70252640529957e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0022215158431797 0.1250602470867
  -1.36363636363636e-01 -3.00000000000000e-01 -6.62885723857892e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0039773143431474 0.17628012163477
  -4.54545454545455e-02 -3.00000000000000e-01 -9.98236471279015e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0059894188276741 0.23627733950382
  4.54545454545454e-02 -3.00000000000000e-01 -1.29899823092156e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.0077939893855293 0.30803928335877
  1.36363636363636e-01 -3.00000000000000e-01 -1.48153683744574e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.0088892210246745 0.3951391253347
  2.27272727272727e-01 -3.00000000000000e-01 -1.47441149402816e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.008846468964169 0.50191374249487
  3.18181818181818e-01 -3.00000000000000e-01 -1.21650807177476e-03  0.00000000000000e+00 0.00000000000000e+00 1 0.0072990484306485 0.63367965869967
  4.09090909090909e-01 -3.00000000000000e-01 -6.45450593506069e-04  0.00000000000000e+00 0.00000000000000e+00 1 0.0038727035610364 0.79699776506832
  5.00000000000000e-01 -3.00000000000000e-01 2.00027344042640e+00  0.00000000000000e+00 0.00000000000000e+00 1 -12.001640642558 1
