
 ROTOR 67 80% SPAN, NEAR STALL     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN 1185
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1184.   153.36     1.14      0.4       1.0         0.62        1.42         1.03     8.55        2.81    23.52             
     2   1155.   153.61     0.96      0.4       1.0         1.03        2.38         1.04     8.55        2.82    23.53             
     3   1174.   153.46     0.33      0.4       1.0         0.75        1.42         0.87     8.52        2.35    23.45             
     4   1193.   153.58     1.12      0.4       1.0         0.89        1.30         1.37     8.44        3.87    23.22             
     5   1195.   153.71     0.77      0.4       1.0         0.80        2.00         0.81     8.94        2.19    24.58             
     6   1173.   154.04     0.39      0.4       1.1         0.90        1.97         1.42     9.01        3.89    24.79             
     7   1135.   153.66     0.84      0.4       1.0         0.90        2.80         1.31     8.93        3.57    24.56             
     8   1159.   153.63     0.92      0.4       1.0         0.68        2.11         1.42     8.84        3.88    24.33             
     9   1173.   153.53     1.06      0.4       1.0         0.82        1.80         1.08     8.59        2.94    23.64             
    10   1151.   153.65     0.28      0.4       1.0         0.52        1.93         1.00     8.41        2.71    23.12             
    11   1167.   153.73     0.90      0.4       1.1         0.46        3.35         1.53     8.95        4.19    24.62             
    12   1124.   153.61     0.50      0.4       1.0         0.85        2.09         1.37     8.89        3.73    24.47             
    13   1118.   154.20     0.40      0.4       1.0         0.90        2.50         1.33     8.84        3.66    24.33             
    14   1092.   153.66     0.77      0.6       1.7         0.89        1.55         1.81     8.47        4.97    23.30             
    15   1137.   153.95     0.69      0.4       1.1         0.99        2.05         0.91     8.61        2.51    23.68             
    16   1114.   153.98     1.32      0.4       1.1         0.84        2.07         1.45     9.58        3.92    26.36             
    17   1081.   154.30     0.88      0.4       1.1         0.85        2.33         1.66     9.39        4.52    25.83             
    18   1139.   154.33     1.11      0.4       1.0         0.61        2.19         0.88     8.56        2.47    23.54             
    19   1111.   154.10     1.06      0.4       1.0         0.69        2.64         1.40     8.63        3.83    23.73             
    20   1043.   154.23     0.46      0.4       1.0         0.67        2.50         0.55     8.14        1.49    22.39             
