
 ROTOR 67 20% SPAN, PEAK EFF     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN  696
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1174.   183.99   -43.70      0.5       1.4        70.81      195.69         2.27    11.80        6.19    32.45             
     2   1177.   167.52     1.95      0.5       1.4         1.21        3.28         1.69    11.79        4.57    32.42             
     3   1206.   168.07     3.44      0.5       1.3         1.02        2.50         0.99    11.57        2.65    31.81             
     4   1175.   168.50     3.59      0.5       1.3         1.14        3.04         1.17    11.59        3.25    31.89             
     5   1132.   169.24     3.63      0.6       1.5         1.04        2.72         2.24    12.78        6.08    35.15             
     6   1199.   169.99     3.59      0.5       1.4         0.99        2.72         1.63    12.00        4.40    33.00             
     7   1151.   171.16     5.01      0.5       1.4         1.44        3.38         1.62    12.33        4.37    33.93             
     8   1182.   171.89     5.48      0.5       1.4         0.98        3.19         1.64    11.94        4.43    32.84             
     9   1172.   171.90     3.99      0.5       1.4         1.09        3.90         1.07    12.06        2.88    33.18             
    10   1154.   172.48     5.64      0.5       1.4         1.23        3.59         1.39    12.45        3.76    34.24             
    11   1211.   172.83     4.45      0.5       1.4         1.36        2.04         1.55    12.48        4.19    34.32             
    12   1181.   173.38     5.15      0.5       1.4         1.26        3.80         1.07    12.13        2.88    33.37             
    13   1241.   174.22     5.13      0.5       1.4         1.02        2.95         2.15    12.59        5.85    34.64             
    14   1137.   175.09     4.79      0.5       1.5         1.10        3.05         1.45    12.48        3.92    34.33             
    15   1211.   175.46     5.00      0.5       1.4         1.35        3.34         1.22    12.68        3.27    34.87             
    16   1187.   176.00     5.03      0.5       1.4         1.55        3.41         1.15    12.48        3.09    34.33             
    17   1188.   176.64     5.76      0.5       1.4         1.24        3.75         1.26    12.68        3.42    34.87             
    18   1170.   176.64     5.49      0.5       1.4         1.06        3.03         1.01    12.23        2.72    33.63             
    19   1177.   177.45     6.68      0.5       1.5         1.48        4.24         1.27    12.76        3.43    35.10             
    20   1202.   177.69     5.80      0.5       1.5         1.06        3.11         1.46    12.94        3.95    35.60             
    21   1201.   178.22     6.64      0.5       1.4         1.69        2.66         1.00    12.57        2.69    34.58             
    22   1169.   178.69     6.50      0.5       1.5         1.24        2.71         0.78    12.70        2.06    34.94             
    23   1231.   177.85     5.22      0.5       1.4         1.43        3.30         1.18    12.88        3.19    35.44             
    24   1189.   178.19     5.65      0.5       1.5         1.50        2.81         1.34    13.12        3.61    36.08             
    25   1219.   178.32     4.37      0.5       1.5         2.31        2.93         1.40    13.13        3.76    36.12             
    26   1192.   178.27     5.99      0.5       1.5         1.69        3.37         0.98    12.74        2.63    35.05             
    27   1211.   177.88     4.99      0.5       1.4         1.72        2.67         1.13    12.73        3.05    35.02             
    28   1177.   177.44     4.10      0.5       1.5         2.17        3.42         1.23    13.13        3.29    36.11             
    29   1159.   177.58     3.78      0.5       1.5         1.90        3.07         1.98    12.99        5.36    35.72             
    30   1211.   176.33     4.76      0.5       1.5         1.40        2.51         0.87    13.11        2.32    36.07             
    31   1176.   176.09     4.41      0.5       1.5         2.21        3.12         1.49    12.95        4.01    35.62             
    32   1190.   175.08     3.71      0.5       1.5         2.58        3.34         1.05    13.06        2.83    35.93             
    33   1225.   173.88     3.09      0.5       1.5         2.11        2.65         1.55    13.38        4.19    36.81             
    34   1177.   172.49     3.22      0.5       1.5         1.98        4.06         1.08    13.06        2.89    35.92             
    35   1179.   171.74     2.92      0.5       1.5         2.51        2.04         1.53    13.13        4.14    36.12             
    36   1232.   170.45     1.44      0.5       1.5         2.54        3.59         1.40    12.94        3.78    35.59             
    37   1266.   169.04     2.67      0.5       1.4         2.80        2.44         1.34    12.39        3.61    34.07             
    38   1225.   168.53     2.00      0.5       1.4         2.53        3.98         1.19    12.67        3.20    34.84             
    39   1218.   167.73     1.84      0.5       1.4         2.13        2.63         1.46    12.43        3.95    34.18             
    40   1227.   167.71     2.76      0.5       1.5         1.66        3.25         1.85    12.81        5.00    35.23             
    41   1253.   166.60     2.70      0.5       1.4         1.58        2.86         1.48    12.43        4.00    34.18             
    42   1284.   166.24     1.73      0.5       1.4         1.70        2.73         1.86    12.45        5.05    34.25             
    43   1224.   165.69     0.96      0.5       1.4         1.67        2.90         1.58    12.08        4.28    33.23             
    44   1256.   165.48     0.11      0.5       1.3         1.61        3.45         1.15    11.97        3.10    32.92             
    45   1256.   165.40     2.56      0.5       1.3         2.17        3.01         1.84    11.93        5.00    32.80             
    46   1181.   165.63     2.04      0.5       1.4         1.85        3.04         1.60    11.84        4.32    32.56             
    47   1205.   165.40     0.67      0.5       1.3         2.23        2.95         1.45    11.56        3.93    31.81             
    48   1212.   165.98     2.55      0.5       1.3         1.85        2.83         1.81    11.77        4.90    32.39             
    49   1208.   166.06     2.76      0.5       1.4         1.15        1.95         2.37    12.01        6.43    33.04             
    50   1213.   166.42     2.50      0.5       1.4         1.18        3.33         1.96    12.20        5.49    33.54

 ROTOR 67 20% SPAN, PEAK EFF     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN  697
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1154.   178.90     9.70      0.5       1.4         1.26        2.58         0.95    12.35        2.57    33.98             
     2   1165.   179.18     9.30      0.5       1.5         1.21        2.53         1.72    12.97        4.68    35.68             
     3   1192.   179.72     9.36      0.5       1.4         1.08        2.85         1.09    12.46        2.96    34.27             
