
 ROTOR 67 40% SPAN, NEAR STALL     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN 1084
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1053.   163.41     5.66      0.5       1.4         0.96        3.00         1.45    11.47        3.96    31.56             
     2   1087.   163.65     5.34      0.6       1.8         0.92        3.03         1.40    11.73        3.80    32.26             
     3   1070.   163.57     7.74      0.5       1.4         1.18        3.06         0.93    11.35        2.52    31.23             
     4   1133.   163.67     5.41      0.5       1.3         1.16        3.05         1.15    11.16        3.12    30.71             
     5   1153.   163.61     6.11      0.5       1.4         1.31        2.48         1.20    11.98        3.27    32.96             
     6   1166.   163.37     5.09      0.5       1.4         1.53        3.11         1.36    11.76        3.70    32.36             
     7   1182.   163.31     7.89      0.5       1.3         1.70        3.50         1.84    11.66        5.02    32.08             
     8   1131.   162.78     6.47      0.5       1.4         2.03        3.65         1.84    11.81        5.02    32.49             
     9   1176.   162.92     6.33      0.5       1.4         2.05        2.73         1.78    12.18        4.85    33.51             
    10   1214.   162.02     7.15      0.5       1.3         1.79        3.70         1.80    11.85        4.92    32.61             
    11   1212.   161.88     6.50      0.5       1.3         1.91        2.51         1.62    11.66        4.41    32.09             
    12   1207.   161.35     5.77      0.5       1.3         1.86        1.73         1.59    11.18        4.34    30.76             
    13   1204.   161.23     4.99      0.5       1.3         1.86        1.85         1.78    11.35        4.87    31.22             
    14   1189.   160.99     6.38      0.5       1.2         2.32        3.25         1.41    10.87        3.83    29.90             
    15   1279.   161.57     5.20      0.4       1.2         1.98        2.57         1.41    11.28        3.98    31.03             
    16   1270.   160.74     6.10      0.4       1.1         1.94        2.72         1.30    10.19        3.53    28.03             
    17   1247.   160.72     5.08      0.4       1.2         1.71        2.99         1.66    10.42        4.53    28.67             
    18   1256.   160.67     6.42      0.4       1.1         1.46        2.13         1.63    10.25        4.44    28.20             
    19   1202.   160.63     5.22      0.4       1.2         1.51        2.93         1.44    10.35        3.92    28.46             
    20   1283.   160.47     5.53      0.4       1.2         1.82        3.79         1.89    10.85        5.17    29.85             
    21   1223.   160.72     4.24      0.4       1.1         1.28        2.66         1.69     9.95        4.62    27.38             
    22   1256.   160.75     5.27      0.4       1.2         1.23        2.15         1.69    10.45        4.61    28.75             
    23   1245.   160.32     4.97      0.4       1.1         1.32        2.59         1.50     9.96        4.08    27.39             
    24   1234.   160.38     3.11      0.4       1.2         1.23        1.94         1.59    10.40        4.34    28.62             
    25   1187.   160.55     5.98      0.4       1.1         1.19        2.34         1.33     9.90        3.62    27.23             
    26   1230.   160.63     5.32      0.4       1.2         1.26        2.64         1.66    10.28        4.53    28.27             
    27   1225.   160.92     5.09      0.4       1.1         1.40        2.46         1.65     9.93        4.52    27.33             
    28   1217.   161.01     6.00      0.4       1.2         1.29        2.53         1.50    10.09        4.10    27.76             
    29   1211.   161.15     4.47      0.4       1.1         0.61        2.06         0.91     9.50        2.46    26.13             
    30   1149.   161.12     5.69      0.4       1.2         1.10        2.85         1.40    10.00        3.81    27.50             
    31   1194.   161.15     5.07      0.4       1.1         0.93        2.41         1.30     9.73        3.55    26.76             
    32   1222.   161.34     5.27      0.4       1.1         1.18        2.03         0.91     9.59        2.47    26.39             
    33   1243.   161.30     5.43      0.4       1.1         1.04        2.20         1.07     9.93        2.90    27.31             
    34   1293.   161.35     4.06      0.4       1.1         0.67        2.54         0.78     9.66        2.13    26.58             
    35   1285.   161.64     5.79      0.4       1.1         1.25        2.29         0.97     9.73        2.65    26.77             
    36   1202.   161.71     5.84      0.4       1.2         0.76        2.87         1.36    10.36        3.70    28.50             
    37   1195.   161.65     5.04      0.4       1.1         0.94        2.85         1.03     9.64        2.80    26.52             
    38   1218.   161.89     6.19      0.4       1.2         0.64        2.77         1.53    10.24        4.18    28.17             
    39   1214.   161.83     4.35      0.4       1.2         0.73        2.55         1.26    10.43        3.54    28.70             
    40   1195.   161.93     4.94      0.4       1.1         1.12        1.71         1.26    10.04        3.43    27.62             
    41   1210.   162.10     5.85      0.4       1.1         0.63        2.25         1.05     9.86        2.86    27.13             
    42   1202.   162.42     5.30      0.4       1.1         0.99        2.59         1.32    10.03        3.59    27.60             
    43   1210.   162.69     5.26      0.4       1.1         1.17        2.44         0.76     9.78        2.05    26.89             
    44   1224.   162.69     5.64      0.4       1.2         1.36        2.35         1.41    10.69        3.84    29.39             
    45   1194.   162.81     6.60      0.4       1.2         0.74        3.14         1.30    10.51        3.55    28.90             
    46   1182.   163.18     6.36      0.4       1.2         1.15        2.06         1.30    10.53        3.56    28.95             
    47   1152.   162.90     5.38      0.4       1.2         1.23        2.80         1.16    10.55        3.16    29.03             
    48   1149.   162.73     5.11      0.4       1.2         1.20        2.60         1.38    10.56        3.76    29.04             
    49   1192.   162.88     5.78      0.5       1.3         1.12        2.09         1.40    11.24        3.82    30.92             
    50   1142.   163.12     4.78      0.5       1.3         1.11        3.07         1.50    11.22        4.09    30.87             

 ROTOR 67 40% SPAN, NEAR STALL     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN 1085
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1167.   166.80    -0.07      0.4       1.2         1.34        2.76         1.21    10.44        3.42    28.72             
     2   1224.   166.29    -0.79      0.4       1.1         1.36        2.49         0.64     9.84        1.70    27.05             
     3   1176.   166.23    -0.70      0.4       1.2         1.26        2.66         1.04    10.41        2.83    28.63             
     4   1171.   166.34     0.53      0.4       1.2         1.16        2.79         0.94    10.17        2.58    27.98             
     5   1218.   166.54    -2.61      0.4       1.2         0.93        2.49         1.02    10.27        2.75    28.26             
     6   1230.   166.50    -0.40      0.4       1.2         1.34        2.73         1.29    10.49        3.51    28.85             
     7   1208.   166.63    -0.85      0.4       1.2         1.05        2.27         0.98    10.61        2.64    29.17             
     8   1217.   166.25    -0.05      0.4       1.1         0.98        3.09         1.24    10.13        3.38    27.86             
     9   1199.   166.34    -0.35      0.4       1.2         0.87        2.15         1.02    10.67        2.79    29.34             
    10   1206.   166.50    -1.58      0.4       1.2         1.19        2.46         0.81    10.73        2.21    29.51             
    11   1189.   166.54     0.32      0.5       1.2         1.25        2.99         1.14    10.87        3.12    29.91             
    12   1188.   166.71     0.87      0.4       1.2         1.63        3.43         0.80    10.78        2.21    29.66             
    13   1191.   166.47     0.42      0.4       1.2         1.57        3.23         0.94    10.54        2.58    28.98             
    14   1156.   166.65     0.03      0.5       1.3         1.31        2.81         0.93    11.20        2.51    30.80             
    15   1172.   166.92     0.61      0.5       1.3         1.31        3.15         0.92    11.43        2.51    31.45             
    16   1167.   166.60     1.07      0.5       1.3         1.18        2.13         0.72    11.23        1.95    30.89             
    17   1178.   166.78     1.54      0.5       1.4         1.46        3.13         1.16    12.03        3.17    33.09             
    18   1148.   166.91     1.41      0.5       1.3         1.60        2.79         0.82    11.61        2.33    31.93             
    19   1176.   167.61     2.26      0.5       1.4         1.63        3.22         1.58    12.44        4.34    34.23             
    20   1187.   166.85     1.37      0.5       1.4         1.40        2.32         0.87    12.18        2.37    33.51             
    21   1165.   167.57     1.57      0.5       1.5         2.28        3.31         0.83    12.71        2.28    34.96             
    22   1199.   167.16     0.95      0.5       1.4         1.87        2.97         1.06    12.30        2.88    33.82             
    23   1245.   166.97     2.10      0.5       1.3         2.50        3.14         1.06    12.11        2.89    33.31             
    24   1234.   166.61     1.16      0.5       1.3         2.15        3.82         1.31    12.07        3.58    33.21             
    25   1193.   166.15     0.47      0.5       1.4         2.77        3.42         0.90    11.93        2.47    32.83             
    26   1215.   165.61     0.36      0.5       1.4         2.78        2.95         0.76    11.92        2.13    32.79             
    27   1210.   165.39     1.55      0.5       1.3         2.29        3.11         1.03    11.65        2.82    32.04             
    28   1210.   165.41     1.00      0.5       1.3         1.89        2.86         1.12    11.71        3.07    32.22             
    29   1266.   164.73     1.24      0.5       1.3         1.67        3.39         1.26    11.28        3.46    31.04             
    30   1215.   165.10     2.00      0.5       1.2         1.86        1.88         1.22    11.01        3.32    30.29             
    31   1223.   164.66     0.27      0.4       1.2         2.02        3.30         1.00    10.73        2.74    29.52             
    32   1222.   165.03     0.90      0.4       1.2         1.98        2.71         0.81    10.55        2.21    29.03             
    33   1241.   164.99     1.32      0.4       1.2         2.20        1.87         0.89    10.68        2.45    29.38             
    34   1149.   164.82     1.06      0.4       1.2         2.20        2.83         0.74    10.44        2.00    28.71             
    35   1248.   165.47     1.04      0.4       1.2         1.78        3.40         1.07    10.73        2.92    29.52             
    36   1238.   165.51     0.53      0.4       1.2         1.99        2.78         1.02    10.78        2.79    29.65             
    37   1197.   165.13     2.38      0.4       1.2         1.48        3.43         0.77    10.15        2.11    27.92             
    38   1169.   165.53     1.06      0.5       1.3         1.62        3.17         1.47    10.82        4.00    29.77             
    39   1163.   165.79     0.04      0.4       1.2         1.45        3.59         0.55    10.18        1.51    28.00             
    40   1179.   165.41     0.85      0.4       1.1         1.21        2.50         0.70     9.84        1.90    27.08             
    41   1179.   165.93     0.29      0.4       1.2         0.83        2.64         0.95    10.46        2.60    28.76             
    42   1206.   166.07    -1.24      0.4       1.1         1.38        2.84         1.02    10.07        2.75    27.71             
    43   1208.   166.49     0.04      0.4       1.2         1.35        2.40         0.87    10.32        2.38    28.38             
    44   1168.   166.46     1.20      0.4       1.2         1.74        2.08         0.98    10.31        2.68    28.37             
    45   1195.   166.09    -0.36      0.4       1.1         1.33        2.49         0.75    10.05        2.05    27.64             
    46   1226.   166.65     0.07      0.4       1.2         1.35        2.51         0.79    10.55        2.15    29.01             
    47   1213.   166.52     0.39      0.4       1.1         1.25        2.60         1.12    10.02        3.17    27.56             
    48   1201.   166.51     0.20      0.4       1.2         1.33        1.73         1.21    10.62        3.30    29.20             
    49   1189.   166.64    -0.99      0.4       1.2         1.17        2.43         1.53    10.15        4.18    27.92             
    50   1218.   166.44     0.16      0.4       1.1         0.88        1.90         0.94     9.74        2.57    26.80             

 ROTOR 67 40% SPAN, NEAR STALL     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN 1086
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1168.   259.15   113.53      0.5       1.5       371.01      462.09         1.22    13.14        3.46    36.14             
     2   1227.   169.17     3.83      0.5       1.5         1.99        4.16         1.09    13.02        2.99    35.81             
     3   1248.   168.51     3.29      0.5       1.4         1.88        2.79         1.08    12.81        2.97    35.24             
     4   1239.   168.66     3.24      0.5       1.4         2.42        2.74         1.00    12.59        2.75    34.62             
     5   1241.   168.54     4.30      0.5       1.5         2.39        3.14         1.24    13.18        3.44    36.25             
     6   1234.   168.26     3.10      0.5       1.4         2.73        4.46         1.31    12.78        3.57    35.17             
     7   1241.   167.64     4.45      0.5       1.4         2.35        2.58         1.36    12.54        3.76    34.51             
     8   1198.   167.26     2.60      0.5       1.4         2.37        3.11         1.15    12.27        3.14    33.76             
     9   1259.   166.74     3.06      0.5       1.3         2.35        3.57         1.07    11.92        2.95    32.79             
    10   1272.   167.20     3.24      0.5       1.3         2.27        2.24         1.48    12.08        4.06    33.23             
    11   1213.   166.99     2.86      0.5       1.4         2.24        2.87         0.97    12.10        2.63    33.30             
    12   1195.   167.42     3.17      0.5       1.4         2.21        3.29         0.94    11.94        2.58    32.85             
    13   1244.   167.04     3.45      0.5       1.3         1.98        3.29         1.01    11.71        2.75    32.22             
    14   1187.   167.37     3.24      0.5       1.3         2.17        3.39         0.79    11.46        2.17    31.51             
    15   1239.   167.46     2.78      0.5       1.3         1.77        3.54         1.38    11.79        3.76    32.42             
    16   1226.   167.60     3.64      0.5       1.3         1.90        3.19         0.87    11.43        2.38    31.43             
    17   1226.   168.25     3.24      0.5       1.3         1.51        2.83         1.01    11.71        2.78    32.22             
    18   1223.   167.73     3.64      0.5       1.3         1.44        2.48         1.26    11.37        3.57    31.28             
    19   1167.   168.53     3.68      0.5       1.3         1.05        2.06         0.89    11.59        2.44    31.89             
    20   1163.   169.04     2.64      0.5       1.3         1.74        2.79         1.19    11.67        3.27    32.10             
    21   1163.   169.61     3.29      0.5       1.3         1.76        2.20         0.81    11.37        2.24    31.27             
    22   1127.   169.76     3.60      0.5       1.4         1.47        3.31         0.64    11.54        1.76    31.75             
    23   1188.   169.82     3.69      0.5       1.3         1.11        2.83         0.89    11.66        2.44    32.08             
    24   1202.   169.70     2.93      0.5       1.3         1.54        3.90         1.19    11.35        3.28    31.24             
    25   1138.   169.98     3.56      0.5       1.3         1.19        2.97         1.22    11.57        3.35    31.84             
    26   1151.   169.91     3.29      0.5       1.3         1.25        3.69         0.74    11.39        2.03    31.34             
    27   1163.   170.79     2.30      0.5       1.3         1.45        2.29         0.97    11.65        2.66    32.06             
    28   1197.   170.58     1.49      0.5       1.3         1.37        3.21         1.13    11.37        3.11    31.28             
    29   1133.   170.40     1.98      0.5       1.4         1.58        3.40         1.10    11.55        3.01    31.78             
    30   1209.   170.60     1.69      0.5       1.3         1.54        2.28         1.14    11.53        3.13    31.71             
    31   1170.   169.98     0.77      0.5       1.3         1.41        3.33         0.91    11.43        2.50    31.45             
    32   1164.   169.79     0.34      0.5       1.3         1.47        3.24         0.76    11.45        2.07    31.49             
    33   1195.   168.79    -0.25      0.5       1.3         1.64        2.84         0.69    11.33        1.88    31.16             
    34   1165.   168.81     0.02      0.5       1.3         1.79        3.03         1.05    11.33        2.86    31.16             
    35   1219.   168.69    -2.08      0.5       1.3         1.92        4.12         0.75    11.23        2.04    30.90             
    36   1204.   168.49    -0.41      0.5       1.3         1.30        2.63         0.59    11.21        1.61    30.82             
    37   1176.   168.58    -1.67      0.5       1.3         1.45        3.39         0.94    11.44        2.58    31.47             
    38   1196.   168.16    -1.10      0.5       1.3         1.45        2.46         0.89    11.10        2.40    30.53             
    39   1223.   167.54    -1.45      0.4       1.2         1.54        2.64         0.80    10.90        2.19    29.97             
    40   1169.   167.52    -0.63      0.5       1.3         1.36        2.12         0.78    11.49        2.13    31.60             
    41   1200.   167.44    -0.40      0.4       1.2         1.51        3.59         0.67    10.77        1.80    29.63             
    42   1232.   167.25    -1.10      0.5       1.3         1.39        2.39         0.65    11.35        1.76    31.22             
    43   1234.   167.54    -0.19      0.5       1.3         1.53        2.85         0.91    11.62        2.50    31.96             
    44   1222.   166.84    -0.08      0.5       1.3         1.02        1.97         1.38    11.76        3.75    32.34             
    45   1174.   167.49    -0.22      0.5       1.3         1.36        2.91         0.96    11.56        2.62    31.79             
    46   1221.   167.40     0.35      0.5       1.3         1.13        3.02         0.80    11.78        2.22    32.41             
    47   1140.   167.20    -0.48      0.5       1.4         1.17        3.02         0.78    12.13        2.13    33.35             
    48   1154.   168.46     0.62      0.5       1.5         1.56        2.81         0.87    12.72        2.41    35.00             
    49   1197.   168.64     2.54      0.5       1.4         1.51        3.17         0.64    12.64        1.75    34.78             
    50   1221.   169.50     2.04      0.5       1.4         1.51        3.16         0.71    12.89        1.92    35.47             

 ROTOR 67 40% SPAN, NEAR STALL     ***** AVERAGE PASSAGE VELOCITY RESULTS *****
 SCAN 1087
  WINDOW  NO.    AVG. PASS. VEL.   UNCERTAINTY OF AVG.   PASS-TO-PASS STD. DEV.   AVERAGE PASSAGE UNRESOLVED UNSTEADINESS           
    NO.  MEAS.    AVZ      AVT        UVZ       UNT         SDVZ        SDVT         AVZ', BOUNDS         AVT', BOUNDS              
                                    (95% CONF. LEVEL)     FROM AVG. PASS. VEL.      LOWER    UPPER      LOWER    UPPER              
     1   1161.   265.96  -255.06      0.5       1.2       405.19     1052.53         1.06    10.58        2.89    29.11             
     2   1213.   167.97     0.64      0.5       1.3         1.67        3.16         1.56    11.51        4.41    31.66             
     3   1184.   168.10     2.29      0.4       1.2         1.31        3.74         1.14    10.72        3.13    29.48             
     4   1210.   168.46     0.67      0.4       1.2         1.58        2.14         1.04    10.55        2.85    29.02             
     5   1199.   169.68     2.48      0.5       1.3         1.77        2.27         1.79    11.24        4.91    30.91             
     6   1207.   169.43     0.33      0.4       1.2         1.59        2.15         1.06    10.68        2.89    29.39             
     7   1161.   170.00     1.42      0.5       1.3         1.64        2.89         1.83    11.47        5.00    31.56             
     8   1170.   170.73     1.55      0.5       1.3         1.67        2.81         1.34    11.22        3.55    30.87             
     9   1180.   170.54     3.24      0.5       1.3         1.53        3.14         1.28    11.02        3.51    30.32             
    10   1216.   171.27     3.07      0.5       1.2         1.34        1.85         1.37    10.90        3.74    29.98             
    11   1185.   171.93     3.06      0.5       1.3         1.43        3.32         1.85    11.17        5.07    30.74             
    12   1184.   172.46     3.81      0.5       1.3         1.35        2.60         1.24    10.96        3.39    30.14             
    13   1187.   172.58     3.19      0.5       1.3         1.17        4.26         1.28    11.24        3.51    30.93             
    14   1186.   172.72     2.98      0.4       1.2         1.17        1.86         1.37    10.76        3.75    29.59             
    15   1155.   173.67     4.78      0.5       1.3         1.47        2.72         1.19    11.08        3.27    30.47             
    16   1157.   174.16     3.02      0.5       1.3         1.68        2.36         1.51    11.51        4.14    31.67             
    17   1163.   173.24     3.56      0.5       1.3         1.61        3.57         1.61    11.20        4.42    30.80             
    18   1209.   173.19     2.38      0.5       1.3         1.55        2.05         1.48    11.41        4.07    31.39             
